year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
1959,ConocoPhillips,Investor-owned Company,Natural Gas,1305.0735825,Bcf/yr,95.12732287935488
1960,ConocoPhillips,Investor-owned Company,Oil & NGL,301.13283545,Million bbl/yr,120.08511880077228
1960,ConocoPhillips,Investor-owned Company,Natural Gas,1414.979229285,Bcf/yr,103.13838837648446
1961,ConocoPhillips,Investor-owned Company,Oil & NGL,309.6580484,Million bbl/yr,123.48478529138524
1961,ConocoPhillips,Investor-owned Company,Natural Gas,1420.23173607,Bcf/yr,103.52124564642132
1962,ConocoPhillips,Investor-owned Company,Oil & NGL,301.0831364,Million bbl/yr,120.06529991813657
1962,ConocoPhillips,Investor-owned Company,Natural Gas,1457.125605355,Bcf/yr,106.21045418056384
1963,ConocoPhillips,Investor-owned Company,Oil & NGL,322.3261818,Million bbl/yr,128.53655688596987
1963,ConocoPhillips,Investor-owned Company,Natural Gas,1487.34487964,Bcf/yr,108.41314887964911
1964,ConocoPhillips,Investor-owned Company,Oil & NGL,345.2832273,Million bbl/yr,137.6913192089247
1964,ConocoPhillips,Investor-owned Company,Natural Gas,1538.532243925,Bcf/yr,112.14421584397664
1965,ConocoPhillips,Investor-owned Company,Oil & NGL,375.7750227,Million bbl/yr,149.85077325048113
1965,ConocoPhillips,Investor-owned Company,Natural Gas,1522.588091075,Bcf/yr,110.98204031875125
1966,ConocoPhillips,Investor-owned Company,Oil & NGL,400.6940682,Million bbl/yr,159.78793780710487
1966,ConocoPhillips,Investor-owned Company,Natural Gas,1517.82027286,Bcf/yr,110.6345121878856
1967,ConocoPhillips,Investor-owned Company,Oil & NGL,411.0728636,Million bbl/yr,163.92677200881334
1967,ConocoPhillips,Investor-owned Company,Natural Gas,1473.481954645,Bcf/yr,107.4026748652066
1968,ConocoPhillips,Investor-owned Company,Oil & NGL,433.4614091,Million bbl/yr,172.8548290973948
1968,ConocoPhillips,Investor-owned Company,Natural Gas,1506.35413643,Bcf/yr,109.79874102756072
1969,ConocoPhillips,Investor-owned Company,Oil & NGL,454.9899545,Million bbl/yr,181.43993715478584
1969,ConocoPhillips,Investor-owned Company,Natural Gas,1531.284818215,Bcf/yr,111.61594815485628
1970,ConocoPhillips,Investor-owned Company,Oil & NGL,499.72975,Million bbl/yr,199.28117871089583
1970,ConocoPhillips,Investor-owned Company,Natural Gas,1581.962,Bcf/yr,115.30982771760306
1971,ConocoPhillips,Investor-owned Company,Oil & NGL,496.1095,Million bbl/yr,197.83750302973388
1971,ConocoPhillips,Investor-owned Company,Natural Gas,1618.534,Bcf/yr,117.97557507391642
1972,ConocoPhillips,Investor-owned Company,Oil & NGL,512.01925,Million bbl/yr,204.18195967454176
1972,ConocoPhillips,Investor-owned Company,Natural Gas,1644.7625,Bcf/yr,119.88738067752205
1973,ConocoPhillips,Investor-owned Company,Oil & NGL,502.7025,Million bbl/yr,200.46664570383115
1973,ConocoPhillips,Investor-owned Company,Natural Gas,1648.2575,Bcf/yr,120.14213259183668
1974,ConocoPhillips,Investor-owned Company,Oil & NGL,436.1405,Million bbl/yr,173.92319133203387
1974,ConocoPhillips,Investor-owned Company,Natural Gas,1628.6335,Bcf/yr,118.71173157137586
1975,ConocoPhillips,Investor-owned Company,Oil & NGL,433.84025,Million bbl/yr,173.00590247474705
1975,ConocoPhillips,Investor-owned Company,Natural Gas,1520.724764,Bcf/yr,110.8462216808827
1976,ConocoPhillips,Investor-owned Company,Oil & NGL,431.2005,Million bbl/yr,171.95322852147112
1976,ConocoPhillips,Investor-owned Company,Natural Gas,1526.3918738,Bcf/yr,111.25929952642814
1977,ConocoPhillips,Investor-owned Company,Oil & NGL,447.269,Million bbl/yr,178.36099115740788
1977,ConocoPhillips,Investor-owned Company,Natural Gas,1475.77639,Bcf/yr,107.56991715389256
1978,ConocoPhillips,Investor-owned Company,Oil & NGL,477.9695,Million bbl/yr,190.60367198042044
1978,ConocoPhillips,Investor-owned Company,Natural Gas,1489.40756946,Bcf/yr,108.56349914582432
1979,ConocoPhillips,Investor-owned Company,Oil & NGL,472.59975,Million bbl/yr,188.46233436867564
1979,ConocoPhillips,Investor-owned Company,Natural Gas,1477.933,Bcf/yr,107.72711329865082
1980,ConocoPhillips,Investor-owned Company,Oil & NGL,472.52725,Million bbl/yr,188.43342297115217
1980,ConocoPhillips,Investor-owned Company,Natural Gas,1408.6821111,Bcf/yr,102.67938897382516
1981,ConocoPhillips,Investor-owned Company,Oil & NGL,443.61975,Million bbl/yr,176.9057509172366
1981,ConocoPhillips,Investor-owned Company,Natural Gas,1323.0062223,Bcf/yr,96.43443999459521
1982,ConocoPhillips,Investor-owned Company,Oil & NGL,438.18175,Million bbl/yr,174.7371967140301
1982,ConocoPhillips,Investor-owned Company,Natural Gas,1242.8053333,Bcf/yr,90.58856588801832
1983,ConocoPhillips,Investor-owned Company,Oil & NGL,451.231,Million bbl/yr,179.94094918482685
1983,ConocoPhillips,Investor-owned Company,Natural Gas,1230.1294444,Bcf/yr,89.66461539791396
1984,ConocoPhillips,Investor-owned Company,Oil & NGL,404.887,Million bbl/yr,161.45998633204943
1984,ConocoPhillips,Investor-owned Company,Natural Gas,1236.0685556,Bcf/yr,90.09751953168436
1985,ConocoPhillips,Investor-owned Company,Oil & NGL,394.5345,Million bbl/yr,157.33163815465042
1985,ConocoPhillips,Investor-owned Company,Natural Gas,1274.4526667,Bcf/yr,92.89535237345575
1986,ConocoPhillips,Investor-owned Company,Oil & NGL,398.06425,Million bbl/yr,158.73922443614515
1986,ConocoPhillips,Investor-owned Company,Natural Gas,1266.1709444,Bcf/yr,92.29169440214035
1987,ConocoPhillips,Investor-owned Company,Oil & NGL,392.8005,Million bbl/yr,156.64015728146913
1987,ConocoPhillips,Investor-owned Company,Natural Gas,1257.3242222,Bcf/yr,91.64685336755957
1988,ConocoPhillips,Investor-owned Company,Oil & NGL,417.0585,Million bbl/yr,166.3137115038641
1988,ConocoPhillips,Investor-owned Company,Natural Gas,1355.1975,Bcf/yr,98.78087479239475
1989,ConocoPhillips,Investor-owned Company,Oil & NGL,404.54325,Million bbl/yr,161.3229064299986
1989,ConocoPhillips,Investor-owned Company,Natural Gas,1505.985,Bcf/yr,109.77183452908126
1990,ConocoPhillips,Investor-owned Company,Oil & NGL,406.9255,Million bbl/yr,162.2728950748292
1990,ConocoPhillips,Investor-owned Company,Natural Gas,1509.3275,Bcf/yr,110.01547065886572
1991,ConocoPhillips,Investor-owned Company,Oil & NGL,400.8365,Million bbl/yr,159.84473646075702
1991,ConocoPhillips,Investor-owned Company,Natural Gas,1579.05,Bcf/yr,115.09757090086939
1992,ConocoPhillips,Investor-owned Company,Oil & NGL,403.3915,Million bbl/yr,160.86361398727277
1992,ConocoPhillips,Investor-owned Company,Natural Gas,1633.065,Bcf/yr,119.03474533626436
1993,ConocoPhillips,Investor-owned Company,Oil & NGL,397.213,Million bbl/yr,158.39976475143027
1993,ConocoPhillips,Investor-owned Company,Natural Gas,1659.04,Bcf/yr,120.92807322591327
1994,ConocoPhillips,Investor-owned Company,Oil & NGL,391.83,Million bbl/yr,156.25314333255184
1994,ConocoPhillips,Investor-owned Company,Natural Gas,1760.2,Bcf/yr,128.30166511491737
1995,ConocoPhillips,Investor-owned Company,Oil & NGL,394.22,Million bbl/yr,157.2062225060832
1995,ConocoPhillips,Investor-owned Company,Natural Gas,1820.4,Bcf/yr,132.68966661470037
1996,ConocoPhillips,Investor-owned Company,Oil & NGL,409.0,Million bbl/yr,163.1001598218965
1996,ConocoPhillips,Investor-owned Company,Natural Gas,1980.5,Bcf/yr,144.35941811163156
1997,ConocoPhillips,Investor-owned Company,Oil & NGL,422.0,Million bbl/yr,168.2842724812722
1997,ConocoPhillips,Investor-owned Company,Natural Gas,2093.5,Bcf/yr,152.59603222251988
1998,ConocoPhillips,Investor-owned Company,Oil & NGL,412.1,Million bbl/yr,164.33637130220916
1998,ConocoPhillips,Investor-owned Company,Natural Gas,2184.4,Bcf/yr,159.22176870641147
1999,ConocoPhillips,Investor-owned Company,Oil & NGL,412.7,Million bbl/yr,164.5756380403342
1999,ConocoPhillips,Investor-owned Company,Natural Gas,2434.4,Bcf/yr,177.44436629687243
2000,ConocoPhillips,Investor-owned Company,Oil & NGL,414.59,Million bbl/yr,165.32932826542805
2000,ConocoPhillips,Investor-owned Company,Natural Gas,1939.21,Bcf/yr,141.349773893591
2001,ConocoPhillips,Investor-owned Company,Oil & NGL,484.57,Million bbl/yr,193.23580548874423
2001,ConocoPhillips,Investor-owned Company,Natural Gas,1686.275,Bcf/yr,122.91324300741806
2002,ConocoPhillips,Investor-owned Company,Oil & NGL,418.52,Million bbl/yr,166.896525400147
2002,ConocoPhillips,Investor-owned Company,Natural Gas,2016.155,Bcf/yr,146.95832497998308
2003,ConocoPhillips,Investor-owned Company,Oil & NGL,400.295,Million bbl/yr,159.62879822959917
2003,ConocoPhillips,Investor-owned Company,Natural Gas,1910.15,Bcf/yr,139.23157914967584
2004,ConocoPhillips,Investor-owned Company,Oil & NGL,429.955,Million bbl/yr,171.45655065091324
2004,ConocoPhillips,Investor-owned Company,Natural Gas,1916.45,Bcf/yr,139.69078860895547
2005,ConocoPhillips,Investor-owned Company,Oil & NGL,508.345,Million bbl/yr,202.7167499869486
2005,ConocoPhillips,Investor-owned Company,Natural Gas,1885.995,Bcf/yr,137.4709117704855
2006,ConocoPhillips,Investor-owned Company,Oil & NGL,538.115,Million bbl/yr,214.58836797691887
2006,ConocoPhillips,Investor-owned Company,Natural Gas,1819.272,Bcf/yr,132.6074462543722
2007,ConocoPhillips,Investor-owned Company,Oil & NGL,526.059,Million bbl/yr,209.78070165219324
2007,ConocoPhillips,Investor-owned Company,Natural Gas,1962.259,Bcf/yr,143.02982450104116
2008,ConocoPhillips,Investor-owned Company,Oil & NGL,503.541,Million bbl/yr,200.80102097036087
2008,ConocoPhillips,Investor-owned Company,Natural Gas,1914.063,Bcf/yr,139.51679924716177
2009,ConocoPhillips,Investor-owned Company,Oil & NGL,528.556,Million bbl/yr,210.77645006069028
2009,ConocoPhillips,Investor-owned Company,Natural Gas,1903.873,Bcf/yr,138.77404616937454
2010,ConocoPhillips,Investor-owned Company,Oil & NGL,472.898,Million bbl/yr,188.58126987641865
2010,ConocoPhillips,Investor-owned Company,Natural Gas,1803.767,Bcf/yr,131.4772807518118
2011,ConocoPhillips,Investor-owned Company,Oil & NGL,330.665,Million bbl/yr,131.86189327018923
2011,ConocoPhillips,Investor-owned Company,Natural Gas,1702.017,Bcf/yr,124.0606835324942
2012,ConocoPhillips,Investor-owned Company,Oil & NGL,334.774,Million bbl/yr,133.50047164844887
2012,ConocoPhillips,Investor-owned Company,Natural Gas,1616.038,Bcf/yr,117.79364065957324
2013,ConocoPhillips,Investor-owned Company,Oil & NGL,339.862,Million bbl/yr,135.52945358774912
2013,ConocoPhillips,Investor-owned Company,Natural Gas,1562.161,Bcf/yr,113.86652509804819
2014,ConocoPhillips,Investor-owned Company,Oil & NGL,354.632,Million bbl/yr,141.41940312459363
2014,ConocoPhillips,Investor-owned Company,Natural Gas,1561.674,Bcf/yr,113.83102747794196
2015,ConocoPhillips,Investor-owned Company,Oil & NGL,374.187,Million bbl/yr,149.21750489798532
2015,ConocoPhillips,Investor-owned Company,Natural Gas,1593.878,Bcf/yr,116.17838960915478
2016,ConocoPhillips,Investor-owned Company,Oil & NGL,381.305,Million bbl/yr,152.05600596794187
2016,ConocoPhillips,Investor-owned Company,Natural Gas,1542.474,Bcf/yr,112.4315319829946
2017,ConocoPhillips,Investor-owned Company,Oil & NGL,364.799,Million bbl/yr,145.4737780021223
2017,ConocoPhillips,Investor-owned Company,Natural Gas,1369.765,Bcf/yr,99.84270555399091
2018,ConocoPhillips,Investor-owned Company,Oil & NGL,360.916,Million bbl/yr,143.92532342855648
2018,ConocoPhillips,Investor-owned Company,Natural Gas,1220.836,Bcf/yr,88.98721260779188
2019,ConocoPhillips,Investor-owned Company,Oil & NGL,397.569,Million bbl/yr,158.54172968271777
2019,ConocoPhillips,Investor-owned Company,Natural Gas,1290.69,Bcf/yr,94.07889793612813
2020,ConocoPhillips,Investor-owned Company,Oil & NGL,339.9426,Million bbl/yr,135.56159508623728
2020,ConocoPhillips,Investor-owned Company,Natural Gas,1133.6953,Bcf/yr,82.63549296838755
2021,ConocoPhillips,Investor-owned Company,Oil & NGL,379.6,Million bbl/yr,151.37608965376995
2021,ConocoPhillips,Investor-owned Company,Natural Gas,1154.13,Bcf/yr,84.12498622831474
2022,ConocoPhillips,Investor-owned Company,Oil & NGL,443.84,Million bbl/yr,176.99358174902332
2022,ConocoPhillips,Investor-owned Company,Natural Gas,1142.45,Bcf/yr,83.27362646888841
1864,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.0305189150024089,Million tonnes/yr,0.0828325782467481
1865,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.052706159858802,Million tonnes/yr,0.1430518453963787
1866,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.0823040651540387,Million tonnes/yr,0.2233846752533386
1867,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.1119019713564696,Million tonnes/yr,0.3037175075725493
1868,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.1414998766517063,Million tonnes/yr,0.3840503374295091
1869,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.1710977828541372,Million tonnes/yr,0.4643831697487199
1870,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.200695688149374,Million tonnes/yr,0.5447159996056798
1871,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.2302935943518048,Million tonnes/yr,0.6250488319248905
1872,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.2598914996470416,Million tonnes/yr,0.7053816617818505
1873,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.2894894049422783,Million tonnes/yr,0.7857144916388104
1874,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.3190873111447092,Million tonnes/yr,0.8660473239580209
1875,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.348685216439946,Million tonnes/yr,0.9463801538149808
1876,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.3782831226423768,Million tonnes/yr,1.0267129861341917
1877,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.4078810279376136,Million tonnes/yr,1.1070458159911516
1878,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.4374789341400444,Million tonnes/yr,1.187378648310362
1879,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.4670768394352811,Million tonnes/yr,1.267711478167322
1880,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.496674744730518,Million tonnes/yr,1.348044308024282
1881,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.5262726509329488,Million tonnes/yr,1.4283771403434928
1882,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.5558705562281856,Million tonnes/yr,1.5087099702004527
1883,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.5854684624306165,Million tonnes/yr,1.5890428025196632
1884,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.6150663677258532,Million tonnes/yr,1.6693756323766231
1885,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.6446642739282841,Million tonnes/yr,1.749708464695834
1886,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.6742621792235208,Million tonnes/yr,1.8300412945527935
1887,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.7038600845187576,Million tonnes/yr,1.9103741244097536
1888,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.7334579907211884,Million tonnes/yr,1.9907069567289644
1889,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.7630558960164252,Million tonnes/yr,2.071039786585924
1890,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.7926538022188561,Million tonnes/yr,2.151372618905135
1891,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.8222517075140928,Million tonnes/yr,2.2317054487620953
1892,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.8518496137165236,Million tonnes/yr,2.3120382810813047
1893,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.8814475190117604,Million tonnes/yr,2.392371110938265
1894,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.9110454243069972,Million tonnes/yr,2.4727039407952254
1895,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.940643330509428,Million tonnes/yr,2.553036773114436
1896,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.9702412358046648,Million tonnes/yr,2.633369602971396
1897,CONSOL Energy,Investor-owned Company,Bituminous Coal,0.9998391420070956,Million tonnes/yr,2.7137024352906063
1898,CONSOL Energy,Investor-owned Company,Bituminous Coal,1.0294370473023324,Million tonnes/yr,2.7940352651475666
1899,CONSOL Energy,Investor-owned Company,Bituminous Coal,1.0590349535047632,Million tonnes/yr,2.8743680974667773
1900,CONSOL Energy,Investor-owned Company,Bituminous Coal,1.0886328588,Million tonnes/yr,2.954700927323737
1901,CONSOL Energy,Investor-owned Company,Bituminous Coal,3.1449393701690647,Million tonnes/yr,8.53580267975599
1902,CONSOL Energy,Investor-owned Company,Bituminous Coal,5.201245880630935,Million tonnes/yr,14.116904429725992
1903,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.257552392,Million tonnes/yr,19.698006182158245
1904,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.446551151905936,Million tonnes/yr,20.210975092331203
1905,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.635549912719064,Million tonnes/yr,20.723944004966405
1906,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.824548672625,Million tonnes/yr,21.23691291513936
1907,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.013547432530936,Million tonnes/yr,21.749881825312315
1908,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.202546193344064,Million tonnes/yr,22.26285073794752
1909,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.39154495325,Million tonnes/yr,22.77581964812047
1910,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.580543713155938,Million tonnes/yr,23.288788558293433
1911,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.769542473969064,Million tonnes/yr,23.801757470928628
1912,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.958541233875,Million tonnes/yr,24.314726381101583
1913,CONSOL Energy,Investor-owned Company,Bituminous Coal,9.147539991059354,Million tonnes/yr,24.827695283887792
1914,CONSOL Energy,Investor-owned Company,Bituminous Coal,9.336538757315646,Million tonnes/yr,25.340664211296488
1915,CONSOL Energy,Investor-owned Company,Bituminous Coal,9.5255375145,Million tonnes/yr,25.853633114082697
1916,CONSOL Energy,Investor-owned Company,Bituminous Coal,9.714536271684354,Million tonnes/yr,26.366602016868903
1917,CONSOL Energy,Investor-owned Company,Bituminous Coal,9.903535037940646,Million tonnes/yr,26.879570944277607
1918,CONSOL Energy,Investor-owned Company,Bituminous Coal,10.092533795125,Million tonnes/yr,27.392539847063816
1919,CONSOL Energy,Investor-owned Company,Bituminous Coal,10.281532552309354,Million tonnes/yr,27.90550874985001
1920,CONSOL Energy,Investor-owned Company,Bituminous Coal,10.470531318565646,Million tonnes/yr,28.41847767725872
1921,CONSOL Energy,Investor-owned Company,Bituminous Coal,10.65953007575,Million tonnes/yr,28.931446580044923
1922,CONSOL Energy,Investor-owned Company,Bituminous Coal,10.848528832934354,Million tonnes/yr,29.444415482831133
1923,CONSOL Energy,Investor-owned Company,Bituminous Coal,11.037527599190646,Million tonnes/yr,29.957384410239836
1924,CONSOL Energy,Investor-owned Company,Bituminous Coal,11.226526356375,Million tonnes/yr,30.47035331302604
1925,CONSOL Energy,Investor-owned Company,Bituminous Coal,11.415525113559353,Million tonnes/yr,30.98332221581224
1926,CONSOL Energy,Investor-owned Company,Bituminous Coal,11.604523879815646,Million tonnes/yr,31.49629114322095
1927,CONSOL Energy,Investor-owned Company,Bituminous Coal,11.793522637,Million tonnes/yr,32.00926004600715
1928,CONSOL Energy,Investor-owned Company,Bituminous Coal,10.907653091315794,Million tonnes/yr,29.604886939902094
1929,CONSOL Energy,Investor-owned Company,Bituminous Coal,10.021783545631587,Million tonnes/yr,27.200513833797046
1930,CONSOL Energy,Investor-owned Company,Bituminous Coal,9.135913999947382,Million tonnes/yr,24.796140727691988
1931,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.250044454263174,Million tonnes/yr,22.391767621586933
1932,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.36417490857897,Million tonnes/yr,19.98739451548188
1933,CONSOL Energy,Investor-owned Company,Bituminous Coal,6.478305362894764,Million tonnes/yr,17.583021409376823
1934,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.5937312907379315,Million tonnes/yr,20.610442451023548
1935,CONSOL Energy,Investor-owned Company,Bituminous Coal,6.840033567634681,Million tonnes/yr,18.56480204675564
1936,CONSOL Energy,Investor-owned Company,Bituminous Coal,7.825151903143136,Million tonnes/yr,21.238550166630453
1937,CONSOL Energy,Investor-owned Company,Bituminous Coal,8.810270238651592,Million tonnes/yr,23.91229828650528
1938,CONSOL Energy,Investor-owned Company,Bituminous Coal,9.795388571438464,Million tonnes/yr,26.586046398993343
1939,CONSOL Energy,Investor-owned Company,Bituminous Coal,10.780506906039724,Million tonnes/yr,29.259794516405908
1940,CONSOL Energy,Investor-owned Company,Bituminous Coal,11.765625249712928,Million tonnes/yr,31.933542658440984
1941,CONSOL Energy,Investor-owned Company,Bituminous Coal,12.750743584314188,Million tonnes/yr,34.60729077585355
1942,CONSOL Energy,Investor-owned Company,Bituminous Coal,13.735861918915448,Million tonnes/yr,37.281038893266114
1943,CONSOL Energy,Investor-owned Company,Bituminous Coal,14.720980253516707,Million tonnes/yr,39.954787010678686
1944,CONSOL Energy,Investor-owned Company,Bituminous Coal,15.706098588117973,Million tonnes/yr,42.62853512809125
1945,CONSOL Energy,Investor-owned Company,Bituminous Coal,16.69121692271923,Million tonnes/yr,45.30228324550382
1946,CONSOL Energy,Investor-owned Company,Bituminous Coal,17.676335257320495,Million tonnes/yr,47.9760313629164
1947,CONSOL Energy,Investor-owned Company,Bituminous Coal,18.66145359192176,Million tonnes/yr,50.64977948032896
1948,CONSOL Energy,Investor-owned Company,Bituminous Coal,19.64657193559496,Million tonnes/yr,53.323527622364026
1949,CONSOL Energy,Investor-owned Company,Bituminous Coal,20.631690270196216,Million tonnes/yr,55.9972757397766
1950,CONSOL Energy,Investor-owned Company,Bituminous Coal,21.61680860479748,Million tonnes/yr,58.67102385718917
1951,CONSOL Energy,Investor-owned Company,Bituminous Coal,22.601926939398737,Million tonnes/yr,61.34477197460173
1952,CONSOL Energy,Investor-owned Company,Bituminous Coal,23.587045274,Million tonnes/yr,64.0185200920143
1953,CONSOL Energy,Investor-owned Company,Bituminous Coal,25.50814240767542,Million tonnes/yr,69.23264479573369
1954,CONSOL Energy,Investor-owned Company,Bituminous Coal,27.42923954135085,Million tonnes/yr,74.4467694994531
1955,CONSOL Energy,Investor-owned Company,Bituminous Coal,29.350336675026263,Million tonnes/yr,79.66089420317248
1956,CONSOL Energy,Investor-owned Company,Bituminous Coal,26.29371513758941,Million tonnes/yr,71.36479839994851
1956,CONSOL Energy,Investor-owned Company,Metallurgical Coal,4.9777186692978965,Million tonnes/yr,14.766985203102047
1957,CONSOL Energy,Investor-owned Company,Bituminous Coal,27.9090162174939,Million tonnes/yr,75.74895010005594
1957,CONSOL Energy,Investor-owned Company,Metallurgical Coal,5.2835147239760225,Million tonnes/yr,15.674165000636846
1958,CONSOL Energy,Investor-owned Company,Bituminous Coal,29.52431728832645,Million tonnes/yr,80.13310177554088
1958,CONSOL Energy,Investor-owned Company,Metallurgical Coal,5.589310777746952,Million tonnes/yr,16.581344795480348
1959,CONSOL Energy,Investor-owned Company,Bituminous Coal,31.13961836823094,Million tonnes/yr,84.5172534756483
1959,CONSOL Energy,Investor-owned Company,Metallurgical Coal,5.895106831517883,Million tonnes/yr,17.48852459032385
1960,CONSOL Energy,Investor-owned Company,Bituminous Coal,32.75491944813544,Million tonnes/yr,88.90140517575576
1960,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.200902886196007,Million tonnes/yr,18.395704387858647
1961,CONSOL Energy,Investor-owned Company,Bituminous Coal,34.37022052803993,Million tonnes/yr,93.28555687586316
1961,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.506698939966936,Million tonnes/yr,19.302884182702144
1962,CONSOL Energy,Investor-owned Company,Bituminous Coal,35.985521607944435,Million tonnes/yr,97.66970857597062
1962,CONSOL Energy,Investor-owned Company,Metallurgical Coal,6.812494993737868,Million tonnes/yr,20.210063977545644
1963,CONSOL Energy,Investor-owned Company,Bituminous Coal,37.60082268784892,Million tonnes/yr,102.05386027607804
1963,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.118291048415993,Million tonnes/yr,21.117243775080446
1964,CONSOL Energy,Investor-owned Company,Bituminous Coal,39.21612375868147,Million tonnes/yr,106.43801195156298
1964,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.424087102186925,Million tonnes/yr,22.024423569923947
1965,CONSOL Energy,Investor-owned Company,Bituminous Coal,40.83142483858596,Million tonnes/yr,110.8221636516704
1965,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.729883155957855,Million tonnes/yr,22.931603364767447
1966,CONSOL Energy,Investor-owned Company,Bituminous Coal,42.44672591849045,Million tonnes/yr,115.20631535177785
1966,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.035679210635982,Million tonnes/yr,23.83878316230225
1967,CONSOL Energy,Investor-owned Company,Bituminous Coal,44.062026998394956,Million tonnes/yr,119.5904670518853
1967,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.34147526440691,Million tonnes/yr,24.745962957145743
1968,CONSOL Energy,Investor-owned Company,Bituminous Coal,45.67732807829944,Million tonnes/yr,123.97461875199272
1968,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.64727131817784,Million tonnes/yr,25.653142751989243
1969,CONSOL Energy,Investor-owned Company,Bituminous Coal,46.45384265707297,Million tonnes/yr,126.08218727469156
1969,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.79427493065581,Million tonnes/yr,26.089246178977604
1970,CONSOL Energy,Investor-owned Company,Bituminous Coal,48.86425550345339,Million tonnes/yr,132.62438285041938
1970,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.250595275486608,Million tonnes/yr,27.44297390600908
1971,CONSOL Energy,Investor-owned Company,Bituminous Coal,41.77794682917103,Million tonnes/yr,113.39115592551818
1971,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.909071230930195,Million tonnes/yr,23.463185767768564
1972,CONSOL Energy,Investor-owned Company,Bituminous Coal,49.535509717512525,Million tonnes/yr,134.44626010932993
1972,CONSOL Energy,Investor-owned Company,Metallurgical Coal,9.377671824547475,Million tonnes/yr,27.81996136639277
1973,CONSOL Energy,Investor-owned Company,Bituminous Coal,46.125843437190085,Million tonnes/yr,125.19195179142892
1973,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.732180707654306,Million tonnes/yr,25.90503639670988
1974,CONSOL Energy,Investor-owned Company,Bituminous Coal,39.47432442098804,Million tonnes/yr,107.13880444573202
1974,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.472967613854763,Million tonnes/yr,22.1694333305139
1975,CONSOL Energy,Investor-owned Company,Bituminous Coal,41.88473727644041,Million tonnes/yr,113.68100004608236
1975,CONSOL Energy,Investor-owned Company,Metallurgical Coal,7.929287955056785,Million tonnes/yr,23.5231610467802
1976,CONSOL Energy,Investor-owned Company,Bituminous Coal,42.624642483891634,Million tonnes/yr,115.68920564534896
1976,CONSOL Energy,Investor-owned Company,Metallurgical Coal,8.069360971506791,Million tonnes/yr,23.938704049246198
